x,y,color
27,6,#FFFFFF
28,6,#FFFFFF
29,6,#FFFFFF
30,6,#FFFFFF
31,6,#FFFFFF
32,6,#FFFFFF
33,6,#FFFFFF
34,6,#FFFFFF
35,6,#FFFFFF
36,6,#FFFFFF
37,6,#FFFFFF
38,6,#FFFFFF
39,6,#FFFFFF
40,6,#FFFFFF
41,6,#FFFFFF
42,6,#FFFFFF
43,6,#FFFFFF
44,6,#FFFFFF
45,6,#FFFFFF
46,6,#FFFFFF
47,6,#FFFFFF
48,6,#FFFFFF
49,6,#FFFFFF
50,6,#FFFFFF
51,6,#FFFFFF
52,6,#FFFFFF
53,6,#FFFFFF
54,6,#FFFFFF
55,6,#FFFFFF
56,6,#FFFFFF
57,6,#FFFFFF
58,6,#FFFFFF
59,6,#FFFFFF
60,6,#FFFFFF
61,6,#FFFFFF
62,6,#FFFFFF
63,6,#FFFFFF
0,7,#FFFFFF
1,7,#FFFFFF
2,7,#FFFFFF
3,7,#FFFFFF
4,7,#FFFFFF
5,7,#FFFFFF
6,7,#FFFFFF
7,7,#FFFFFF
8,7,#FFFFFF
9,7,#FFFFFF
10,7,#FFFFFF
11,7,#FFFFFF
12,7,#FFFFFF
13,7,#FFFFFF
14,7,#FFFFFF
15,7,#FFFFFF
16,7,#FFFFFF
17,7,#FFFFFF
18,7,#FFFFFF
19,7,#FFFFFF
20,7,#FFFFFF
21,7,#FFFFFF
22,7,#FFFFFF
23,7,#FFFFFF
24,7,#FFFFFF
25,7,#FFFFFF
26,7,#FFFFFF
27,7,#FFFFFF
28,7,#FFFFFF
29,7,#FFFFFF
30,7,#FFFFFF
31,7,#FFFFFF
32,7,#FFFFFF
33,7,#FFFFFF
34,7,#FFFFFF
35,7,#FFFFFF
36,7,#FFFFFF
37,7,#FFFFFF
38,7,#FFFFFF
39,7,#FFFFFF
40,7,#FFFFFF
41,7,#FFFFFF
42,7,#FFFFFF
43,7,#FFFFFF
44,7,#FFFFFF
45,7,#FFFFFF
46,7,#FFFFFF
47,7,#FFFFFF
48,7,#FFFFFF
49,7,#FFFFFF
50,7,#FFFFFF
51,7,#FFFFFF
52,7,#FFFFFF
53,7,#FFFFFF
54,7,#FFFFFF
55,7,#FFFFFF
56,7,#FFFFFF
57,7,#FFFFFF
58,7,#FFFFFF
59,7,#FFFFFF
60,7,#FFFFFF
61,7,#FFFFFF
62,7,#FFFFFF
63,7,#FFFFFF
0,8,#FFFFFF
1,8,#FFFFFF
2,8,#FFFFFF
3,8,#FFFFFF
4,8,#FFFFFF
5,8,#FFFFFF
6,8,#FFFFFF
7,8,#FFFFFF
8,8,#FFFFFF
9,8,#FFFFFF
10,8,#FFFFFF
11,8,#FFFFFF
12,8,#FFFFFF
13,8,#FFFFFF
14,8,#FFFFFF
15,8,#FFFFFF
16,8,#FFFFFF
17,8,#FFFFFF
18,8,#FFFFFF
19,8,#FFFFFF
20,8,#FFFFFF
21,8,#FFFFFF
22,8,#FFFFFF
23,8,#FFFFFF
24,8,#FFFFFF
25,8,#FFFFFF
26,8,#FFFFFF
27,8,#FFFFFF
28,8,#FFFFFF
29,8,#FFFFFF
30,8,#FFFFFF
31,8,#FFFFFF
32,8,#FFFFFF
33,8,#FFFFFF
34,8,#FFFFFF
35,8,#FFFFFF
36,8,#FFFFFF
37,8,#FFFFFF
38,8,#FFFFFF
39,8,#FFFFFF
40,8,#FFFFFF
41,8,#FFFFFF
42,8,#FFFFFF
43,8,#FFFFFF
44,8,#FFFFFF
45,8,#FFFFFF
46,8,#FFFFFF
47,8,#FFFFFF
48,8,#FFFFFF
49,8,#FFFFFF
50,8,#FFFFFF
51,8,#FFFFFF
52,8,#FFFFFF
53,8,#FFFFFF
54,8,#FFFFFF
55,8,#FFFFFF
56,8,#FFFFFF
57,8,#FFFFFF
58,8,#FFFFFF
59,8,#FFFFFF
60,8,#FFFFFF
61,8,#FFFFFF
62,8,#FFFFFF
63,8,#FFFFFF
0,9,#FFFFFF
1,9,#FFFFFF
2,9,#FFFFFF
3,9,#FFFFFF
4,9,#FFFFFF
5,9,#FFFFFF
6,9,#FFFFFF
7,9,#FFFFFF
8,9,#FFFFFF
9,9,#FFFFFF
10,9,#FFFFFF
11,9,#FFFFFF
12,9,#FFFFFF
13,9,#FFFFFF
14,9,#FFFFFF
15,9,#FFFFFF
16,9,#FFFFFF
17,9,#FFFFFF
18,9,#FFFFFF
19,9,#FFFFFF
20,9,#FFFFFF
21,9,#FFFFFF
22,9,#FFFFFF
23,9,#FFFFFF
24,9,#FFFFFF
25,9,#FFFFFF
26,9,#FFFFFF
27,9,#FFFFFF
28,9,#FFFFFF
29,9,#FFFFFF
30,9,#FFFFFF
31,9,#FFFFFF
32,9,#FFFFFF
33,9,#FFFFFF
34,9,#FFFFFF
35,9,#FFFFFF
36,9,#FFFFFF
37,9,#FFFFFF
38,9,#FFFFFF
39,9,#FFFFFF
40,9,#FFFFFF
41,9,#FFFFFF
42,9,#FFFFFF
43,9,#FFFFFF
44,9,#FFFFFF
45,9,#FFFFFF
46,9,#FFFFFF
47,9,#FFFFFF
48,9,#FFFFFF
49,9,#FFFFFF
50,9,#FFFFFF
51,9,#FFFFFF
52,9,#FFFFFF
53,9,#FFFFFF
54,9,#FFFFFF
55,9,#FFFFFF
56,9,#FFFFFF
57,9,#FFFFFF
58,9,#FFFFFF
59,9,#FFFFFF
60,9,#FFFFFF
61,9,#FFFFFF
62,9,#FFFFFF
63,9,#FFFFFF
0,10,#FFFFFF
1,10,#FFFFFF
2,10,#FFFFFF
3,10,#FFFFFF
4,10,#FFFFFF
5,10,#FFFFFF
6,10,#FFFFFF
7,10,#FFFFFF
8,10,#FFFFFF
9,10,#FFFFFF
10,10,#FFFFFF
11,10,#FFFFFF
12,10,#FFFFFF
13,10,#FFFFFF
14,10,#FFFFFF
15,10,#FFFFFF
16,10,#FFFFFF
17,10,#FFFFFF
18,10,#FFFFFF
19,10,#FFFFFF
20,10,#FFFFFF
21,10,#FFFFFF
22,10,#FFFFFF
23,10,#FFFFFF
24,10,#FFFFFF
25,10,#FFFFFF
26,10,#FFFFFF
27,10,#FFFFFF
28,10,#FFFFFF
29,10,#FFFFFF
30,10,#FFFFFF
31,10,#FFFFFF
32,10,#FFFFFF
33,10,#FFFFFF
34,10,#FFFFFF
35,10,#FFFFFF
36,10,#FFFFFF
37,10,#FFFFFF
38,10,#FFFFFF
39,10,#FFFFFF
40,10,#FFFFFF
41,10,#FFFFFF
42,10,#FFFFFF
43,10,#FFFFFF
44,10,#FFFFFF
45,10,#FFFFFF
46,10,#FFFFFF
47,10,#FFFFFF
48,10,#FFFFFF
49,10,#FFFFFF
50,10,#FFFFFF
51,10,#FFFFFF
52,10,#FFFFFF
53,10,#FFFFFF
54,10,#FFFFFF
55,10,#FFFFFF
56,10,#FFFFFF
57,10,#FFFFFF
58,10,#FFFFFF
59,10,#FFFFFF
60,10,#FFFFFF
61,10,#FFFFFF
62,10,#FFFFFF
63,10,#FFFFFF
0,11,#FFFFFF
1,11,#FFFFFF
2,11,#FFFFFF
3,11,#FFFFFF
4,11,#FFFFFF
5,11,#FFFFFF
6,11,#FFFFFF
7,11,#FFFFFF
8,11,#FFFFFF
9,11,#FFFFFF
10,11,#FFFFFF
11,11,#FFFFFF
12,11,#FFFFFF
13,11,#FFFFFF
14,11,#FFFFFF
15,11,#FFFFFF
16,11,#FFFFFF
17,11,#FFFFFF
18,11,#FFFFFF
19,11,#FFFFFF
20,11,#FFFFFF
21,11,#FFFFFF
22,11,#FFFFFF
23,11,#FFFFFF
24,11,#FFFFFF
25,11,#FFFFFF
26,11,#FFFFFF
27,11,#FFFFFF
28,11,#FFFFFF
29,11,#FFFFFF
30,11,#FFFFFF
31,11,#FFFFFF
32,11,#FFFFFF
33,11,#FFFFFF
34,11,#FFFFFF
35,11,#FFFFFF
36,11,#FFFFFF
37,11,#FFFFFF
38,11,#FFFFFF
39,11,#FFFFFF
40,11,#FFFFFF
41,11,#FFFFFF
42,11,#FFFFFF
43,11,#FFFFFF
44,11,#FFFFFF
45,11,#FFFFFF
46,11,#FFFFFF
47,11,#FFFFFF
48,11,#FFFFFF
49,11,#FFFFFF
50,11,#FFFFFF
51,11,#FFFFFF
52,11,#FFFFFF
53,11,#FFFFFF
54,11,#FFFFFF
55,11,#FFFFFF
56,11,#FFFFFF
57,11,#FFFFFF
58,11,#FFFFFF
59,11,#FFFFFF
60,11,#FFFFFF
61,11,#FFFFFF
62,11,#FFFFFF
63,11,#FFFFFF
0,12,#FFFFFF
1,12,#FFFFFF
2,12,#FFFFFF
3,12,#FFFFFF
4,12,#FFFFFF
5,12,#FFFFFF
6,12,#FFFFFF
7,12,#FFFFFF
8,12,#FFFFFF
9,12,#FFFFFF
10,12,#FFFFFF
11,12,#FFFFFF
12,12,#FFFFFF
13,12,#FFFFFF
14,12,#FFFFFF
15,12,#FFFFFF
16,12,#FFFFFF
17,12,#FFFFFF
18,12,#FFFFFF
19,12,#FFFFFF
20,12,#FFFFFF
21,12,#FFFFFF
22,12,#FFFFFF
23,12,#FFFFFF
24,12,#FFFFFF
25,12,#FFFFFF
26,12,#FFFFFF
27,12,#FFFFFF
28,12,#FFFFFF
29,12,#FFFFFF
30,12,#FFFFFF
31,12,#FFFFFF
32,12,#FFFFFF
33,12,#FFFFFF
34,12,#FFFFFF
35,12,#FFFFFF
36,12,#FFFFFF
37,12,#FFFFFF
38,12,#FFFFFF
39,12,#FFFFFF
40,12,#FFFFFF
41,12,#FFFFFF
42,12,#FFFFFF
43,12,#FFFFFF
44,12,#FFFFFF
45,12,#FFFFFF
46,12,#FFFFFF
47,12,#FFFFFF
48,12,#FFFFFF
49,12,#FFFFFF
50,12,#FFFFFF
51,12,#FFFFFF
52,12,#FFFFFF
53,12,#FFFFFF
54,12,#FFFFFF
55,12,#FFFFFF
56,12,#FFFFFF
57,12,#FFFFFF
58,12,#FFFFFF
59,12,#FFFFFF
60,12,#FFFFFF
61,12,#FFFFFF
62,12,#FFFFFF
63,12,#FFFFFF
0,13,#FFFFFF
1,13,#FFFFFF
2,13,#FFFFFF
3,13,#FFFFFF
4,13,#FFFFFF
5,13,#FFFFFF
6,13,#FFFFFF
7,13,#FFFFFF
8,13,#FFFFFF
9,13,#FFFFFF
10,13,#FFFFFF
11,13,#FFFFFF
12,13,#FFFFFF
13,13,#FFFFFF
14,13,#FFFFFF
15,13,#FFFFFF
16,13,#FFFFFF
17,13,#FFFFFF
18,13,#FFFFFF
19,13,#FFFFFF
20,13,#FFFFFF
21,13,#FFFFFF
22,13,#FFFFFF
23,13,#FFFFFF
24,13,#FFFFFF
25,13,#FFFFFF
26,13,#FFFFFF
27,13,#FFFFFF
28,13,#FFFFFF
29,13,#FFFFFF
30,13,#FFFFFF
31,13,#FFFFFF
32,13,#FFFFFF
33,13,#FFFFFF
34,13,#FFFFFF
35,13,#FFFFFF
36,13,#FFFFFF
37,13,#FFFFFF
38,13,#FFFFFF
39,13,#FFFFFF
40,13,#FFFFFF
41,13,#FFFFFF
42,13,#FFFFFF
43,13,#FFFFFF
44,13,#FFFFFF
45,13,#FFFFFF
46,13,#FFFFFF
47,13,#FFFFFF
48,13,#FFFFFF
49,13,#FFFFFF
50,13,#FFFFFF
51,13,#FFFFFF
52,13,#FFFFFF
53,13,#FFFFFF
54,13,#FFFFFF
55,13,#FFFFFF
56,13,#FFFFFF
57,13,#FFFFFF
58,13,#FFFFFF
59,13,#FFFFFF
60,13,#FFFFFF
61,13,#FFFFFF
62,13,#FFFFFF
63,13,#FFFFFF
0,14,#FFFFFF
1,14,#FFFFFF
2,14,#FFFFFF
3,14,#FFFFFF
4,14,#FFFFFF
5,14,#FFFFFF
6,14,#FFFFFF
7,14,#FFFFFF
8,14,#FFFFFF
9,14,#FFFFFF
10,14,#FFFFFF
11,14,#FFFFFF
12,14,#FFFFFF
13,14,#FFFFFF
14,14,#FFFFFF
15,14,#FFFFFF
16,14,#FFFFFF
17,14,#FFFFFF
18,14,#FFFFFF
19,14,#FFFFFF
20,14,#FFFFFF
21,14,#FFFFFF
22,14,#FFFFFF
23,14,#FFFFFF
24,14,#FFFFFF
25,14,#FFFFFF
26,14,#FFFFFF
27,14,#FFFFFF
28,14,#FFFFFF
29,14,#FFFFFF
30,14,#FFFFFF
31,14,#FFFFFF
32,14,#FFFFFF
33,14,#FFFFFF
34,14,#FFFFFF
35,14,#FFFFFF
36,14,#FFFFFF
37,14,#FFFFFF
38,14,#FFFFFF
39,14,#FFFFFF
40,14,#FFFFFF
41,14,#FFFFFF
42,14,#FFFFFF
43,14,#FFFFFF
44,14,#FFFFFF
45,14,#FFFFFF
46,14,#FFFFFF
47,14,#FFFFFF
48,14,#FFFFFF
49,14,#FFFFFF
50,14,#FFFFFF
51,14,#FFFFFF
52,14,#FFFFFF
53,14,#FFFFFF
54,14,#FFFFFF
55,14,#FFFFFF
56,14,#FFFFFF
57,14,#FFFFFF
58,14,#FFFFFF
59,14,#FFFFFF
60,14,#FFFFFF
61,14,#FFFFFF
62,14,#FFFFFF
63,14,#FFFFFF
0,15,#FFFFFF
1,15,#FFFFFF
2,15,#FFFFFF
3,15,#FFFFFF
4,15,#FFFFFF
5,15,#FFFFFF
6,15,#FFFFFF
7,15,#FFFFFF
8,15,#FFFFFF
9,15,#FFFFFF
10,15,#FFFFFF
11,15,#FFFFFF
12,15,#FFFFFF
13,15,#FFFFFF
14,15,#FFFFFF
15,15,#FFFFFF
16,15,#FFFFFF
17,15,#FFFFFF
18,15,#FFFFFF
19,15,#FFFFFF
20,15,#FFFFFF
21,15,#FFFFFF
22,15,#FFFFFF
23,15,#FFFFFF
24,15,#FFFFFF
25,15,#FFFFFF
26,15,#FFFFFF
27,15,#FFFFFF
28,15,#FFFFFF
29,15,#FFFFFF
30,15,#FFFFFF
31,15,#FFFFFF
32,15,#FFFFFF
33,15,#FFFFFF
34,15,#FFFFFF
35,15,#FFFFFF
36,15,#FFFFFF
37,15,#FFFFFF
38,15,#FFFFFF
39,15,#FFFFFF
40,15,#FFFFFF
41,15,#FFFFFF
42,15,#FFFFFF
43,15,#FFFFFF
44,15,#FFFFFF
45,15,#FFFFFF
46,15,#FFFFFF
47,15,#FFFFFF
48,15,#FFFFFF
49,15,#FFFFFF
50,15,#FFFFFF
51,15,#FFFFFF
52,15,#FFFFFF
53,15,#FFFFFF
54,15,#FFFFFF
55,15,#FFFFFF
56,15,#FFFFFF
57,15,#FFFFFF
58,15,#FFFFFF
59,15,#FFFFFF
60,15,#FFFFFF
61,15,#FFFFFF
62,15,#FFFFFF
63,15,#FFFFFF
0,16,#FFFFFF
1,16,#FFFFFF
2,16,#FFFFFF
3,16,#FFFFFF
4,16,#FFFFFF
5,16,#FFFFFF
6,16,#FFFFFF
7,16,#FFFFFF
8,16,#FFFFFF
9,16,#FFFFFF
10,16,#FFFFFF
11,16,#FFFFFF
12,16,#FFFFFF
13,16,#FFFFFF
14,16,#FFFFFF
15,16,#FFFFFF
16,16,#FFFFFF
17,16,#FFFFFF
18,16,#FFFFFF
19,16,#FFFFFF
20,16,#FFFFFF
21,16,#FFFFFF
22,16,#FFFFFF
23,16,#FFFFFF
24,16,#FFFFFF
25,16,#FFFFFF
26,16,#FFFFFF
27,16,#FFFFFF
28,16,#FFFFFF
29,16,#FFFFFF
30,16,#FFFFFF
31,16,#FFFFFF
32,16,#FFFFFF
33,16,#FFFFFF
34,16,#FFFFFF
35,16,#FFFFFF
36,16,#FFFFFF
37,16,#FFFFFF
38,16,#FFFFFF
39,16,#FFFFFF
40,16,#FFFFFF
41,16,#FFFFFF
42,16,#FFFFFF
43,16,#FFFFFF
44,16,#FFFFFF
45,16,#FFFFFF
46,16,#FFFFFF
47,16,#FFFFFF
48,16,#FFFFFF
49,16,#FFFFFF
50,16,#FFFFFF
51,16,#FFFFFF
52,16,#FFFFFF
53,16,#FFFFFF
54,16,#FFFFFF
55,16,#FFFFFF
56,16,#FFFFFF
57,16,#FFFFFF
58,16,#FFFFFF
59,16,#FFFFFF
60,16,#FFFFFF
61,16,#FFFFFF
62,16,#FFFFFF
63,16,#FFFFFF
0,17,#FFFFFF
1,17,#FFFFFF
2,17,#FFFFFF
3,17,#FFFFFF
4,17,#FFFFFF
5,17,#FFFFFF
6,17,#FFFFFF
7,17,#FFFFFF
8,17,#FFFFFF
9,17,#FFFFFF
10,17,#D0D0D2
11,17,#84858C
12,17,#898A91
13,17,#898A91
14,17,#898A91
15,17,#898A91
16,17,#898A91
17,17,#898A91
18,17,#898A91
19,17,#898A91
20,17,#898A91
21,17,#898A91
22,17,#898A91
23,17,#898A91
24,17,#898A91
25,17,#898A91
26,17,#898A91
27,17,#898A91
28,17,#898A91
29,17,#898A91
30,17,#898A91
31,17,#898A91
32,17,#898A91
33,17,#898A91
34,17,#898A91
35,17,#898A91
36,17,#898A91
37,17,#898A91
38,17,#898A91
39,17,#898A91
40,17,#898A91
41,17,#898A91
42,17,#898A91
43,17,#898A91
44,17,#898A91
45,17,#898A91
46,17,#898A91
47,17,#898A91
48,17,#898A91
49,17,#898A91
50,17,#898A91
51,17,#898A91
52,17,#84858C
53,17,#CFCFD1
54,17,#FFFFFF
55,17,#FFFFFF
56,17,#FFFFFF
57,17,#FFFFFF
58,17,#FFFFFF
59,17,#FFFFFF
60,17,#FFFFFF
61,17,#FFFFFF
62,17,#FFFFFF
63,17,#FFFFFF
0,18,#FFFFFF
1,18,#FFFFFF
2,18,#FFFFFF
3,18,#FFFFFF
4,18,#FFFFFF
5,18,#FFFFFF
6,18,#FFFFFF
7,18,#FFFFFF
8,18,#FFFFFF
9,18,#FFFFFF
10,18,#A8A8AD
11,18,#1E1F2D
12,18,#272834
13,18,#272834
14,18,#272834
15,18,#272834
16,18,#272834
17,18,#272834
18,18,#272834
19,18,#272834
20,18,#272834
21,18,#272834
22,18,#272834
23,18,#272834
24,18,#272834
25,18,#272834
26,18,#272834
27,18,#272834
28,18,#272834
29,18,#272834
